,oscillator,ID,jacobian
188,True,7046996530346173002,"[ -53.1147264   238.37436587   -5.50120506   -3.60388082   10.63969347
    0.            3.60388082 -552.05009062 -256.14329238]"
189,True,2495207383491913197,"[-548.23292082 -119.16262322   -3.977498   -496.74930326 -630.90418055
    8.20336469  611.3120211  -238.13259754 -198.49734487]"
190,True,6893105994973528301,"[ -26.31199535  137.96982489   81.51345206   26.31199535 -678.3341153
  -76.64990272    0.         -155.0123283  -187.86885834]"
191,True,7661922910203900333,"[ -46.3207666    -0.94209757   14.57230144  112.6020234   -24.69804239
   11.92684554 -102.63112204   24.69804239  -38.42599252]"
192,True,1615474698872439426,"[-307.5540664   233.54301703   31.8715661   245.24677705 -201.69783435
    0.          -19.32087255  211.75847629   -2.14676362]"
193,True,6695710618577177276,"[-219.62721895  -14.97757239   30.89079892 -109.25772461   25.52083797
   -7.00287503  164.44247178   20.28331931  -30.89079892]"
194,True,2237776355763680265,"[ -26.11434947  126.98423244  109.11035481   26.11434947 -418.19304489
  -70.5467958     0.         -126.98423244  -20.97540745]"
195,True,2962615402776761298,"[ 114.56141564    0.           19.11278827   57.45367875  -58.77693908
  -32.65385504 -172.01509439    0.           30.82221103]"
196,True,7033996785590330086,"[-164.70532668  254.87520872  141.59733818  136.90741352 -254.87520872
 -135.70505797   55.5958263   -42.21248402   16.9045216 ]"
197,True,1145937383955023479,"[  -30.37378053     0.           317.42115919  -125.80566985
   -22.5450755    518.71511763   122.73574326    24.54714865
 -1248.19275214]"
198,True,5259898081224499838,"[-8.98393952e+01 -8.72406502e+00  1.12183816e-01 -2.48878019e+02
 -1.90253928e+01 -3.61181236e+01  0.00000000e+00  3.61453514e+00
 -5.24763606e+00]"
199,True,191173630682147811,"[ -61.76336337  285.35292606  158.52940337    0.         -227.82808644
 -154.39272115   61.76336337 -284.67186167 -162.66608559]"
200,True,6393327311678824251,"[ -94.09658333 1350.59664529  743.66565864   47.04829167 -708.7983479
 -408.73882176   47.04829167 -669.29909278 -382.08599322]"
201,True,8331397139988128966,"[-104.1602111   256.67907344  143.48414213   -7.96191196 -223.37952507
   19.57665991  125.73503877 -256.67907344 -437.00480249]"
202,True,1435436463798387756,"[-602.08741158   32.44927713   29.17689546  362.85324968  -58.7807096
   -7.29657061  239.2341619  -151.97065623 -105.63010329]"
203,True,5961961262861563931,"[-406.38940093  135.08878518  -13.82870673  251.94173     -43.45387343
    0.         -283.04121542  203.00936362  -31.44902394]"
204,True,7113102542934758900,"[-3.14822124e+02 -3.31042166e+01  2.38910773e+03  3.68337794e+00
 -1.01534964e+01  4.95639539e-01  3.62588201e+02  5.34112094e+01
 -2.38960336e+03]"
205,True,2314605747654880723,"[ -48.48150161  163.23062596  120.67779429   48.48150161 -299.73369692
 -132.38737224    0.         -119.98167543  -47.15742074]"
206,True,3421987614320308813,"[  -5.4495805     3.20015315    0.            5.4495805   -21.73299674
    0.68271852 -211.1965987    43.46599348   26.97991164]"
207,True,6555368628447162637,"[ -81.94651543  328.30122471  154.26736114   81.94651543 -169.18976475
 -103.09948213    0.           49.02059945  -25.58393951]"
208,True,7472369155274270753,"[-298.96501682  584.89238221  -10.49091269   50.89851318  -79.84344791
    0.           50.89851318    0.          -11.4166418 ]"
209,True,8928261665116682927,"[ -27.19546275    4.17291496    3.03044988   11.02487782   -7.40703195
    0.           11.02487782 -165.2559332   -14.48054999]"
210,True,1910580597981437341,"[-127.0624678    46.0691809     0.          496.77474988 -244.95348569
   45.10315324 -369.71228208  171.7764278   -41.07914245]"
211,True,6333748988342449387,"[ -37.46167805  307.42878305  167.03872409    4.67934409 -105.60466106
  -83.51936205   16.39116698 -150.33485168  -83.51936205]"
212,True,1379494362142593829,"[ -89.15416863  282.94790273    8.44823892  161.80464597 -484.89519218
  -99.4247016     0.           10.77560551  -12.76823698]"
213,True,5837878750629287849,"[  -9.34757846    0.            5.6723059   -16.10263673   -5.09004304
  640.68773526 -860.04006357  152.00415758 -742.95866805]"
214,True,6280314259390500537,"[-53.91892317   5.43468822   5.19511162  -9.68873615 -11.03636639
  18.52062208   8.42582738  11.03636639  -5.19511162]"
215,True,7044031538281934042,"[-198.37133668  -59.05620951   16.06340764 -199.95913185 -270.18229115
   83.4540246   150.71037883  164.61925033  -12.98657635]"
216,True,2907488119539678497,"[-206.5873197   134.13558601   67.85344565    0.          -41.08957629
    3.64537364  240.51363003 -159.20874351 -113.90078345]"
217,True,418941858720303246,"[ -14.24204221    0.           31.60822414  -59.69035711 -228.36528443
  336.8734479     0.          105.36519806  -65.68214065]"
218,True,8086751517267269336,"[ -31.65194335   64.85873952   34.17456311    0.         -297.44078485
 -142.89689528   31.65194335  -58.16968768  -63.9886854 ]"
219,True,8218929994433372573,"[-148.46246775  -67.98722612   33.22698935 -439.9175151  -110.34900666
   48.35739289  225.6923707    92.53379934  -33.22698935]"
220,True,3000582083449899225,"[-552.91666494   34.28879028   22.343569      0.          -10.05945273
   54.05788564  467.6393301   -41.28480452   29.02392306]"
221,True,7006286835178874584,"[-175.45229795  143.99244559   -2.55179177   25.0264783   -55.96626634
  -28.45155131    0.            4.75347398   -7.08109409]"
222,True,5638498997561623309,"[ -51.93803885  341.19419325  217.62962232   -6.32604713 -600.12305198
 -308.78539932   -1.02669661 -296.65637679 -120.47287455]"
223,True,6225661938124839635,"[  13.91835308    5.04263955    0.         -162.33340889  -47.19212779
   19.32095597  168.19298011   24.40825247  -19.32095597]"
224,True,6859551913947536750,"[-143.47380518  -14.98065069  211.82253826    0.           -5.12359572
    1.66406713   68.57055172    5.12359572 -105.91126913]"
225,True,7649109014137210480,"[  -59.90677596    10.48500056  1089.88716144     3.14027837
   -10.48500056     0.           113.53299518  -120.17467482
 -1162.8247898 ]"
226,True,5565637541188282113,"[-447.3405605    83.05602583  -23.273793    342.67848528  -54.98421628
   23.273793   -342.67848528  -26.50810113   70.13532841]"
227,True,2102738101551555053,"[-76.67887762  -0.23595069 119.85351086   0.         -10.50710959
  10.66593025  22.96357622   0.         -65.25972056]"
228,True,6933814851251882413,"[-129.23527581  146.96213541   -2.46166355   10.79886527  -76.39314066
    0.            0.            5.8241459   -10.69793762]"
229,True,7026083063608702497,"[ -61.13400593   95.14442582   47.49355131    0.          -45.29192212
  -47.49355131   61.13400593  -85.48839236 -248.85408266]"
230,True,2728626643201477815,"[-5.26052905e+02  2.04131105e+02 -5.83806507e+01  6.41093289e+02
 -2.14687271e+02  7.70971244e+01 -3.45682962e+02  0.00000000e+00
 -4.56939571e-01]"
231,True,7117510300030561502,"[-142.37192819    5.77682739  -13.32519388    0.           -5.77682739
    1.92945696 -351.85610521 -139.83915854  -30.59054173]"
232,True,1742084751437631045,"[ -36.63704629   33.68302844    0.           94.49334491 -113.99404217
    2.373464   -137.86017741   30.62720954   70.99099471]"
233,True,9196830202134512744,"[ -18.33116254    2.53325243    0.            0.          -12.56494123
    5.46078142 -630.85214119   12.56494123  -11.53434228]"
234,True,7132127308025296402,"[ -61.5173296   990.8909402   553.59835749   61.5173296  -913.55052739
 -443.7934085    33.58681318 -519.77779351 -306.39277988]"
235,True,8193891904663366171,"[  -19.08170436     6.87189372  1070.13479286     0.
   -10.68823459    15.20794075   157.48434407  -242.46764202
 -1212.8971359 ]"
236,True,6867733877367313267,"[-252.28978036  134.97141365   37.64033821   94.13583561  -95.06473425
  -29.13090767   14.42774699    0.          -13.04104553]"
237,True,7447960999105352866,"[ -20.05780205  328.49444482  137.00887452   16.66769959 -351.65228856
  -76.35557295   20.05780205 -321.00195764 -210.41220669]"
238,True,2427402399711766036,"[-779.71787383   52.13655709  -83.37430689  720.11216365  -43.37673493
   83.37430689 -667.14650657   52.27859469  -83.37430689]"
239,True,2855433664361283885,"[-139.1111882   -18.57295367  224.24923148 -120.4722325   -14.8913227
   -4.10299355  129.79171035   25.95834207 -220.14623793]"
240,True,8393268765411099862,"[ -27.41947449    0.            1.10431939 -223.17262838 -106.76863832
   56.61137088  -19.42364889  106.76863832  -31.10606958]"
241,True,952560617722753486,"[ -94.02669976  490.82898952  268.9126627     0.         -447.76160857
 -149.74758309   94.02669976 -484.04279285 -328.4952025 ]"
242,True,6271790835856439320,"[-47.25565714  49.98102685  30.5570149   19.13107153 -49.98102685
 -24.97745937 125.0123895  -49.98102685  21.12557331]"
243,True,13939130301475868,"[-457.40930176    0.          -56.33448116 -144.35042635  -28.87008527
   75.49562854  507.01033043    0.           13.65198811]"
244,True,450194401437293113,"[-390.79978556  126.71246448    9.50715306   67.15502223  -18.11250314
  -10.06250175   10.50935851    0.          -12.18185825]"
245,True,4232919047031201832,"[ -40.48641976  258.48536543    3.99591922  135.14223831 -441.65561131
  -97.1256263     2.87865985    0.57573197   -3.99591922]"
246,True,504354919903106559,"[-519.83613001   33.33386398  -18.95644461  279.14602158  -33.33386398
   56.21209986 -279.14602158    0.           26.98428832]"
247,True,3109381386509000778,"[-260.75254881   27.37522411   19.81356705  200.88098326    9.84496848
  -15.20845784    0.            4.61187781  -11.25750538]"
248,True,4923182660144505050,"[-323.35594617    6.15975548   32.21546594  -95.60657496 -132.51726379
   22.69490072  365.38764922  103.00839277  -54.91036666]"
249,True,8094360535464428790,"[-140.31789924   45.37011956   34.3584434   167.61254063  -59.64287537
  -34.3584434    15.32393251  -47.57244232   -2.46830069]"
250,True,1814373876976691111,"[-200.69692433   94.84317888  -19.60614521   19.66668411  -39.83669602
   14.26550077 -222.75450446  -10.35720526   24.51808827]"
251,True,621128824074643827,"[ -33.58881459   10.4597589     0.          -10.82344827  -19.34221147
    5.69985186 -471.22975475    8.88245257  214.33975242]"
252,True,7601343893684711626,"[-240.86400016    2.90816044  124.08865869    0.           -9.1451651
    0.90596943  171.16019657   -7.70375607    9.20430315]"
253,True,6166747949942016632,"[  -8.2167449    42.91614186    0.          676.65038332 -108.93007939
   88.01548464 -792.13936174   42.91614186  -34.91536392]"
254,True,3098613395721417629,"[-446.50883835 1014.67254332  618.66423526   50.20858111 -643.73010604
 -357.62783669  147.53865027 -643.73010604 -393.69447521]"
255,True,8856783730503138071,"[-376.64561366  173.97327785  -30.78263965   23.14197093  -93.64243135
    8.49554288    0.            6.65579243   -8.49554288]"
256,True,5852763101165894621,"[-1.04416020e+01  4.59076262e+01  4.74655697e-02  0.00000000e+00
 -1.58352112e+01  4.74655697e-02 -4.38941490e+01  1.58352112e+01
  1.01595513e+02]"
257,True,6468983700936324368,"[ -56.0986657     5.63073103   96.21864135 -101.99850897  -11.52930042
   86.70150852  158.09717467   14.76897076 -269.77742223]"
258,True,1617435263362601590,"[-431.6800073    23.43489796  -36.13143994    8.50466311  -23.43489796
    0.           -9.24909661    8.16651179  -20.90345318]"
259,True,4043634690335052460,"[-176.82047183  -28.13921821  223.52973603 -104.57171031   65.45907135
    0.          281.39218215   56.27843643 -419.0907417 ]"
260,True,8070770008367996029,"[-52.8089184   -8.07425778   0.           0.         -19.66674284
   7.55426618   6.89852218   0.          -7.55426618]"
261,True,650031545582286586,"[ -11.38326489    0.            4.37111575  359.7439963  -484.74928381
  134.92361409 -384.03942127  477.61354584  -48.30696977]"
262,True,5962607777776002046,"[ -63.01735777  355.63667927  297.60632155    2.20007009  -11.79917353
    0.           38.36988502 -324.5223038  -190.30235489]"
263,True,3693897951421630367,"[-204.24952054  121.24763374  -20.01950435  180.17553912  -97.93082301
   20.01950435 -156.10155771    0.           10.35680634]"
264,True,726969177511867135,"[-257.43925163  -29.40728038   48.47057685 -450.90834946  -46.83014868
   63.95470135  360.43559605   28.735598    -41.65251672]"
265,True,7310172841225632487,"[-183.9950447   -24.365041      7.65324367 -222.33598111    5.31529448
   -5.92626722  119.63806126   47.40025175  -16.56748509]"
266,True,4752053870095222311,"[ -12.73376791    5.21993643    0.            0.         -104.02092934
  933.61203168 -323.73209032  202.82192225 -972.5824678 ]"
267,True,6824825005825856398,"[-3.93945470e+01 -2.00024882e+00  2.99152717e+03  0.00000000e+00
 -5.87866059e+00  1.79182679e+02  8.50233555e+01 -4.69692183e+02
 -3.43491588e+03]"
268,True,4867486481053656638,"[-108.10236542   43.97148057   -5.95862025   85.7542375   -43.97148057
    9.52824861  -63.40610958  -20.01506374   41.64390839]"
269,True,1720850845384495600,"[ -73.15054188  388.64568973  304.14923675   93.34410353 -474.29254683
 -247.90257585   76.96312577 -303.03498459 -232.12745404]"
270,True,6487626371182161316,"[ -76.43161507   58.02897417   -8.49240167    0.          -29.01448709
   72.23040329 -203.20585272    0.          111.77735907]"
271,True,4172987438844626956,"[-407.00872109   82.08783037  -29.66059715  430.64727535 -106.70767806
   29.55892911 -418.98706804   95.01469838  -29.55892911]"
272,True,7909383412180158724,"[-9.33073517e+01  1.39965830e+01  3.48285795e+04  1.26087325e+01
 -1.39965830e+01  0.00000000e+00  1.74005971e+02 -5.83613405e+01
 -3.48610025e+04]"
273,True,4715950039662610357,"[ -97.11293468  170.97408218    8.73365743  158.54195025 -321.57442068
  -74.9331973     3.6849306     0.           -8.73365743]"
274,True,8308911977590625603,"[  -1.36414864  259.649676    155.57824684    1.36414864 -803.52243096
 -144.24982       0.           12.28670148 -102.83224551]"
275,True,5971098855351749873,"[ -97.5608057   445.00885405  219.59984501   18.88497198 -420.01592736
 -165.14187733   21.38580656  -24.99292669  -62.92185648]"
276,True,328772684218601790,"[ -11.098686    108.69701442   75.29801967   11.098686   -121.0014771
  -56.47094121    0.          -53.19724907   42.10143764]"
277,True,5822272180411037299,"[ -50.34495912   37.88554939    6.30461732  408.13884461 -528.19418868
 -162.22397012 -402.27743046  528.19418868  148.76671734]"
278,True,763666883216776062,"[ -47.31808869  187.84824423  172.54283431   17.79846481 -210.31934648
 -107.64009389   17.79846481 -427.67838692 -187.60326492]"
279,True,753103236815623017,"[ -48.98626657   15.82208275   53.60996836   27.6269917  -253.4851979
 -181.83087279   48.98626657  -68.80565708 -145.44530176]"
280,True,5750135052721258019,"[-18.12201542   0.          30.18822056  -2.51521646  69.17846716
   0.           0.           0.91725557 -15.09411028]"
281,True,4797830605313795120,"[ -339.04817274     5.83073418   -40.91131596   332.01520947
    -7.23732684   802.02980467  -345.89478322   100.37683654
 -1563.14829338]"
282,True,5410142836567556441,"[  -26.64802575   120.72368107     0.            73.48682739
 -1680.24745226   -30.58645395   -46.83880164   785.29237593
    65.04849792]"
283,True,571795830825068425,"[-197.11262866   -5.20778215   31.16986769    0.          -39.19415706
   65.24129935   47.02864919   48.59988689 -161.65246639]"
284,True,3734653690761194157,"[-1.15028996e+03  7.66026886e+01 -8.92181434e+01  1.15028996e+03
 -2.40448000e+01  1.27874842e+02 -1.15087358e+03  5.81118851e-01
 -1.66531541e+02]"
285,True,8384958156272683064,"[ -31.48402423  165.28314735   91.82397075  -24.55415588 -730.60140767
 -414.94041684   56.03818011 -160.37231617 -572.2620031 ]"
286,True,5766428414929829731,"[-220.00449125  352.93520779  148.29061948   99.71371076  -71.62479633
   19.52765482  120.29078049 -527.47104425 -293.03946903]"
287,True,1827581720215996656,"[-114.08286109   42.19814148    0.            0.           -6.72708447
    7.98443682    0.          -14.37198627   14.9672963 ]"
288,True,599315694295552649,"[-265.57932666  273.88285821   35.64864512   88.92243511   -2.96921941
  -15.07238256    0.           24.11975044  -20.10240303]"
289,True,2478808981405470832,"[-297.13928403   15.98296968   46.84301505 -341.67228706 -114.48632766
   10.14351138  349.40436207   27.5067961   -58.46547336]"
290,True,5616553987075907552,"[  65.27836094  -20.284284     22.43977734 -101.42142002 -277.63966079
  397.87872876 -163.86474997  297.92394479 -420.34416448]"
291,True,2469506828976177006,"[ -13.683345      0.           11.92009133  -95.0380572  -555.40641484
  392.77697077    0.          265.4627327  -121.01851105]"
292,True,7448929553103693326,"[ 404.41374437  100.9016993    10.62278229 -369.68200423 -288.44920097
  -96.9304996    16.76233843    0.           -8.94266959]"
293,True,3539480497744087071,"[-457.90604115   56.06768445   46.89052009    0.          -48.65535902
  -17.4931392   158.11489129    0.99510517  -29.3973809 ]"
294,True,4533634482066052587,"[ -98.20668131   74.68964781   39.7369953    -8.52675069 -738.27188605
 -353.16690633  106.733432   -392.01359636 -257.52232661]"
295,True,4598426393111928515,"[-19.17824626  14.9229311    0.           0.           0.70098111
  10.81086748   0.         -19.45956146  36.76957601]"
296,True,3222374592202913053,"[-112.58417061  302.00538848  157.34583828  108.55692402 -356.40510475
 -153.81841743   82.15808133 -537.47339322 -244.78898582]"
297,True,6477858954100877309,"[-105.42850911   63.10919609   27.30782301   10.26812818  -63.10919609
  -19.24529593   -4.58265961   13.72131377  -15.81536856]"
298,True,8926057718967240880,"[ 159.21492792  680.44369535  397.65659221   18.60413212 -363.45576676
 -201.91987042 -168.51699399 -363.45576676 -221.55218743]"
299,True,7104192171433185510,"[-19.70826331   0.           7.76618883 -45.10892633  30.91222928
   0.           0.           1.80812701  -7.76618883]"
300,True,5615228900777964662,"[-223.38717875  315.64842104  229.02659614  164.1808219  -337.0875094
 -152.75102958   83.62996823  -40.2470942   -72.4078847 ]"
301,True,3307101589461980778,"[ -99.86262506  318.65886298  226.10177221   77.42857389 -373.28636638
 -134.99990915  136.39874772 -215.73650641 -226.10177221]"
302,True,2954119884283863206,"[ -83.04721848  304.34236389    6.49595816    4.35336795 -180.317476
    0.            0.            8.72235078   -7.61985967]"
303,True,5656267938127713696,"[ -18.17832229    0.            3.72575163   18.17832229  -15.04428286
    0.            0.         -142.57338383  -31.17797911]"
304,True,7740843085528830392,"[-139.28383908   23.94829719   12.51032223  213.41831049  -73.39382213
   23.71314561 -294.77256041   98.89104989  -55.92927356]"
305,True,2970135309784640820,"[ 267.42747503  -40.73010162  427.73764719  -45.0099827   -15.06709605
  164.42924587 -282.5902238    40.73010162 -414.98330674]"
306,True,8626789095560974498,"[-151.98991072   -6.75191921   73.31027677  -40.412803    -38.97884691
  126.72741345   74.74919494   38.97884691  -68.26547663]"
307,True,596233549776264447,"[-96.06961612  52.60368397 -19.71474479  17.71386973 -38.04980712
  20.71623929  -3.78688306  11.83188947 -20.2954745 ]"
308,True,8885602442617531312,"[-15.8679       5.32158424   0.           0.         -14.70350315
 -43.80127241  15.8679       0.          -8.96542658]"
309,True,3599438275133865208,"[-317.93531804   12.42580627  -42.22937215  -62.12903134  -12.42580627
  170.06418959  -80.89901838   25.18793886 -623.30072331]"
310,True,6546337154484714499,"[-340.91324101  -29.6909437    53.4982374  -200.86255981   17.92449742
   18.78643794  270.88790041   35.19808865  -53.4982374 ]"
311,True,9004603278495731882,"[-319.59720769  -25.4498882   755.61373968    0.          -12.13267107
   32.37458773   35.51052797    0.          -32.37458773]"
312,True,2808771322972235019,"[  -15.74869606     4.46168605     0.            29.08084675
  -126.02449985  2156.03933918  -121.79925088   188.36387322
 -2169.57258928]"
313,True,1971340285604046521,"[-120.07287293  122.03132629   59.65417158   62.33445408  -85.49500769
  -98.29828277   77.8651224  -118.92519262  -66.06955146]"
314,True,6555114458459166644,"[ -11.58722849    0.           14.70815145  -80.25368828 -260.44887747
  279.6591033     0.          121.04034706  -85.89030747]"
315,True,8431476940460406076,"[ -41.81257638 1380.64516564  688.72318543   24.78950825 -925.06083284
 -344.36159272   50.23059612 -573.20466242 -315.3741695 ]"
316,True,5079885052886772964,"[-212.11472172  -14.2382311   493.57861419   48.08409857   -8.95107381
    0.           62.21223282    0.          -63.77869583]"
317,True,280415495478947047,"[ 44.13095925 -10.4648359   57.1329788    0.          -7.3244373
   5.82677009   5.01300846  14.6488746  -57.1329788 ]"
318,True,377213376071386666,"[-225.17424502  -26.71007497   42.23925349  -93.70276056   33.58061592
   -0.82237065    0.           49.09151677  -21.11962674]"
319,True,8245181093105163967,"[ -65.02376315    3.23479377    0.         -234.25885007    5.90680292
   43.70712784  147.88708243  -38.82979598  -43.70712784]"
320,True,8337487658475111545,"[-133.21569714  -45.96299401   52.23006816 -187.23906387  -32.36261376
   34.80906217   47.90267428   54.51041734  -52.23006816]"
321,True,4853499519668396066,"[-150.9940155    36.4869419    28.06834078  328.87647032 -214.12783994
  -82.72118773 -326.14851014  182.90660048   65.3760547 ]"
322,True,9146911812125669980,"[-123.82617178  -30.4936794     0.          152.468397      1.91503952
    0.         -123.75897116   57.15727977  -13.7509968 ]"
323,True,6785585378632821998,"[-124.541469      0.          403.93396838    7.35072542  -20.43407901
    0.          372.10314293 -162.76288825 -909.64402969]"
324,True,7382611850559424154,"[-163.26867915  232.74048772   88.85912344  113.85345424 -189.89963202
  -53.77872091    0.            3.87526275  -20.28549154]"
325,True,753253378430828222,"[-345.28723929  -64.72030934   43.54147064 -323.60154671    4.4498215
  144.29969504  385.98207618  -99.73448162 -187.84116568]"
326,True,2776784340374279875,"[-2.83884387e+02  1.16258510e+01  1.20314674e+04  1.07620304e+01
 -1.16258510e+01  0.00000000e+00  3.52061446e+02 -4.06130047e+01
 -1.20604890e+04]"
327,True,6629668769586041396,"[ -57.29218292  414.60242087  544.93114637    0.         -346.59527501
 -204.0806503    57.29218292 -398.91449857 -885.78164245]"
328,True,9056688246239367,"[ -83.44670393    9.7985086   530.72749665    2.64644044   -9.7985086
    0.          161.60052697 -417.57405416 -762.71308229]"
329,True,4580735531923785210,"[-207.41003855    8.39895595    0.          207.41003855  -27.91516457
  -38.5539846   -67.91712368   69.39717228   31.00763753]"
330,True,4371769734243944954,"[-144.387795     76.98574369   16.87624212  121.32685485  -60.83534588
   -9.1279411    94.55576118  -44.68494807  -32.57327217]"
331,True,1951402328651119018,"[-396.35163576   44.92468398  -43.80215993  168.3741962   -54.74594955
   43.80215993 -524.33656507 -179.66516033   31.23174963]"
332,True,1709365485970541382,"[-14.42093563   0.           1.31501312  28.84187126 -15.98712989
   0.           0.         -27.81860783  63.6012578 ]"
333,True,3243604963768117762,"[ -30.87367282    6.85663139    0.           30.87367282  -65.19952859
   20.30639146 -176.53338814   58.34289719  -26.85446866]"
334,True,1484482747684205335,"[ -70.71826502  -19.1400006     0.         -118.37508074  -21.36648765
    1.86644947  118.37508074 -164.44802456  -40.56085203]"
335,True,4294638499467336464,"[  -3.98537179  386.47955638  226.56399322    3.98537179 -481.59667243
 -267.55370691   43.56183463 -639.49252064 -335.40021178]"
336,True,1589498698868948743,"[-122.54691938  -24.09538504  224.25678379    0.          -12.70709358
    3.22343916    2.06999415   25.41418717  -79.61391408]"
337,True,5205282100756539536,"[ -92.61447507  -28.39906267    0.         -129.63316291 -110.25255551
   57.17474851  141.99531333   28.39906267  -57.17474851]"
338,True,89497799230349398,"[-181.31816942  252.79721079    3.7592417     5.26401121  -44.09938167
    0.            0.           13.66209793  -11.66040742]"
339,True,1477595693720179593,"[ 3.07617687e+02  2.11851886e+02  1.87746958e+02  3.55037531e+00
 -1.43875923e+01 -2.09068787e-01 -2.62426911e+02 -2.73678966e+02
 -2.29879374e+02]"
340,True,6263216960677183815,"[-249.37973584  -49.23563067   18.05316432 -246.17815337  -20.66606442
    0.          166.69376559   67.73298494  -27.24049435]"
341,True,5158978181632886409,"[-137.32366157   55.13030061  -12.12008986   39.9249339   -56.94461541
   19.15815208 -387.95560201   68.96147557    6.5269997 ]"
342,True,1330729403609721861,"[-268.58559762    0.           16.3590898     0.            4.86805165
  -27.45316598    0.           49.41569876    4.35219898]"
343,True,5077437709276179180,"[-382.75622048  133.44685035  -18.42537872  216.92781203 -113.56892077
  -17.01916832    0.            2.21633677  -10.22100151]"
344,True,8944675236326238370,"[ -76.69994062   96.72938692   25.24741354   76.69994062 -160.58451264
  -72.34527403  -63.43706007  145.56148138   38.57564487]"
345,True,3330694410703794984,"[ -150.8018517   1764.95669532   898.88611009    79.31585531
 -1068.33846008  -449.44305505   109.24936718  -774.41506578
  -420.55041758]"
346,True,8305527658000657462,"[-419.44588373   52.1847825   -46.60509819  838.89176747 -114.76221518
  100.91868251 -531.76360662   62.57743268  -59.08484518]"
347,True,8965120060676769292,"[-27.2973132    0.           7.78358197   7.36589643  -9.39493024
   0.          27.2973132  -65.91822968  31.82759105]"
348,True,2005931823653286865,"[-514.86231174  -10.37781968   23.60244995 -261.20766313  -43.87563792
  -58.38352417  283.37570508   10.37781968  -18.11902404]"
349,True,314909309745523863,"[-73.6177368   98.18103842  92.74503495 -64.72030378  28.94868542
  76.72678058  93.81621161 -87.42082579 -67.85896476]"
350,True,4514954750231915922,"[-302.52193505  528.28529762   -7.22604736   11.5876978   -21.31783543
    0.            0.           42.63567087  -12.5499895 ]"
351,True,993051550545293338,"[-431.19522937  -63.6623053   322.66203849 -374.4999446   -85.58860034
   -9.39289561  402.84758698   80.5695174  -313.26914288]"
352,True,7094831490396815393,"[-303.7449309   -54.96467393   54.56031505  -84.2637981     9.81624663
   -2.06726753    0.            9.86213646   -8.91104064]"
353,True,2396337765789558846,"[-387.51158772   96.72360015  -43.05684308  387.51158772 -114.18723115
   47.04415103 -387.51158772   89.41130449  -21.38330262]"
354,True,3338812216698577182,"[-953.08064153   71.12653647  -74.70310667  896.80515657  -79.0670833
   77.82707941 -586.12855577    0.          -15.17929274]"
355,True,4498158911094387398,"[-637.1732518   -40.17577428    8.10224995 -283.4463901   -63.20755677
   18.97282678  477.54783754  156.27401098   -8.10224995]"
356,True,2607128140399942553,"[ -32.1803942    26.90833265   15.7314317    32.1803942   -56.94926461
  -14.16671569   32.1803942  -369.44432465 -163.14191299]"
357,True,182302888961100835,"[ -69.05744793   81.49300748    0.          181.32294851 -155.9666012
  -11.92264373   15.83668297    0.          -14.7257875 ]"
358,True,1277196650435823402,"[  26.04541567    4.05772684    0.          -58.2825515   -27.37074744
  788.32086254   58.2825515   -19.95191165 -768.05035472]"
359,True,3903626710197397846,"[ -173.00475289     0.           529.44144339    15.08606367
   -12.82404458     0.           449.17209065   -97.32429272
 -1127.2008767 ]"
360,True,7445762460753744144,"[   79.03773789   -10.01378364   964.32097148     0.
    -9.03174461     8.76999606    34.86744528  -499.83139076
 -2229.00547738]"
361,True,2092618144814021733,"[  -38.26131319   712.62748433   395.90415796   -35.368375
 -1064.01381308  -619.27539072    49.7898638   -712.62748433
  -696.72962021]"
362,True,4292108537451808621,"[-50.30560438 -10.06112088  70.01623692 -50.30560438  22.61736298
  28.77043847  50.30560438  22.31634091 -98.7866754 ]"
363,True,6415821687641791862,"[-493.74941769   51.17866652  -52.48909797  944.80376347 -470.61320874
   48.85006477 -451.05434578  157.2376523  -403.55295187]"
364,True,6786920154678271142,"[ 144.31653872   35.2967248    -3.57412059  -30.56243186 -260.27310904
 -113.81949577   34.21756318    0.          -11.16738437]"
365,True,5671268947526908351,"[-209.34691727  349.28822795  157.26682333    0.         -191.81785817
 -159.22706385   62.65842695 -324.94966544 -182.29895006]"
366,True,602961433813369413,"[-226.68245721  -31.82775232   31.43069246 -159.13876158   17.43108709
    0.          159.13876158   59.23589417  -31.43069246]"
367,True,5170977791156935358,"[-96.41595166 -14.14826638 122.12274772 -45.06671209  20.8350391
   0.          70.74133188  14.14826638 -93.93635564]"
368,True,2211527557074843330,"[ -79.74784127  130.45034536  109.87932659   42.46211814 -143.45962713
  -40.36093361   99.22677344 -109.19767063 -109.87932659]"
369,True,460264090924330479,"[-83.16712649  40.08806869  25.85490242  32.25377831 -47.3237235
  13.79329308 207.61898749 -39.30316954 -25.85490242]"
370,True,4236899796446957099,"[ -78.35300651  445.63228037  246.00114168   46.18732083 -445.63228037
 -244.42879426   32.16568568 -445.63228037 -235.38902743]"
371,True,4224718539211986988,"[-295.53790611   72.83362069  -15.10546809  266.0089242   -72.83362069
   17.28099308 -236.4799423   -26.01194227   24.02543861]"
372,True,162722783835990719,"[ -78.6777682    50.15690108    0.          253.50748609 -180.10353893
  -56.77681581   18.10380176    0.          -15.41576077]"
373,True,2253258998884072032,"[-179.72932554   -5.03520999  287.50156971    0.          -11.22598217
   16.59613002   42.29345387    0.          -98.30735038]"
